RAZONSOCIAL;NOMBRECOMERCIAL;DIRECCION;SITIOWEB;EMAIL;TELEFONO;TELEFONO2;FAX;PRODUCTOS;EMPLEOTOTAL;RANGOFACTURACION;IMPORTA;EXPORTA;FECHAACTUALIZACION
ALUMINIOS BERNAL, S.L.;;POL. IND. SAN CLAUDIO, NAVE 19 33191 OVIEDO ASTURIAS;http:\\www.aluminiosbernal.es;info@aluminiosbernal.es;98.523.21.65;;98.523.21.65;Carpintería metálica e instalación de estructuras de aluminio y similares.;;n.d.;;;31/07/2025
ALUMINIOS FOUCE, S.A.;;C/ DOROTEA, 7 33211 GIJON ASTURIAS;http://www.aluminiosfouce.es;info@aluminiosfouce.es;98.532.29.60;;98.532.76.36;Carpintería metálica del aluminio,carpintería mixta y rotura de puente térmico;;n.d.;;;31/07/2025
ALUMINIOS SECADES, S.L.;;POL. IND. PROMOGRANDA, 10. GRANDA 33199 SIERO ASTURIAS;http://www.aluminiossecades.es;info@aluminiossecades.es;98.598.52.96;;98.579.37.30;Puertas y ventanas de aluminio y PVC;;n.d.;;;31/07/2025
ALUMINIOS SISCOAL, S.L.;VENTANA Y HOGAR;C/ ALONSO DE OJEDA, 18. VILLALEGRE 33403 AVILES ASTURIAS;http://www.ventanayhogar.es;info@siscoal.com;98.557.80.05;;98.552.78.86;Carpintería metálica y pvc;;n.d.;;;31/07/2025
ALUMINIOS VALENTIN, S.L.;;AVDA. DEL CAMPON, 76 33408 CASTRILLON ASTURIAS;http://www.aluminiosvalentin.com/;valentinalum@hotmail.com;98.550.07.89;;98.550.17.79;Carpinteria metálica de aluminio, mamparas, ventanas, ventana canal europeo;;n.d.;;;31/07/2025
ALUMINIOS VALLEMAR, S.L.;;LG. LAS DUEÑAS, S/N. VILLADEMAR 33159 CUDILLERO ASTURIAS;http://www.aluminiosvallemar.com;administracion@aluminiosvallemar.com;98.558.02.63;;98.559.13.86;Carpintería metálica, todo tipo de estructuras de aluminio;;n.d.;;si;31/07/2025
ALUSIGMA, S.A.;;C/ NICOLAS REDONDO, 501, PARC. 7. SOTIELLO - POL. IND. SOMONTE III 33393 GIJON ASTURIAS;https://alusigma.com/;alusigma@alusigma.com;98.532.92.11;;98.531.10.13;Fundición de aluminio, aleaciones de aluminio y lingotillo de aluminio para desoxidación. Aleaciones destinadas principalmente a la industria del automóvil;;n.d.;si;si;27/08/2025
ALVAREZ Y ALONSO, S.L.;;ALVARO DE ALBORNOZ, 3 BAJO 33207 GIJON ASTURIAS;http://limpiezaslux.com/;alvarezyalonso@limpiezaslux.com;98.513.03.26/06.77;;98.513.06.77;Limpieza y mantenimiento general e industrial.;;n.d.;;;31/07/2025
ALVAREZ Y HEVIA ASESORES, S.L.;ADE ASESORES;AVDA DE GALICIA, 6, 1º DR 33005 OVIEDO ASTURIAS;http://www.alvarezyhevia.com;jlhevia@alvarezyhevia.com;98.521.85.65;;98.522.67.16;Asesoría laboral, fiscal y contable, selección de personal, seguros, inversiones;;n.d.;;;31/07/2025
ALVARGONZALEZ CONTRATAS, S.A.;AVG;AUTOVIA AS-II, Nº 3500 - PORCEYO 33392 GIJON ASTURIAS;https://alvargonzalez.as/;ac@alvargonzalez.as;98.526.16.25;;98.526.63.11;Aglomerados asfálticos. Obras públicas.;;n.d.;;;01/10/2025
AM AUDITORIA SAM, S.L.;A.M. AUDITORIA SAM;C/ RUI PEREZ, 1 - 1º IZDA. 33400 AVILES ASTURIAS;;auditoriasam@telecable.es;98.555.10.95/554.99.29;;98.554.92.00;Asesoría laboral, fiscal, contable y jurídica, constitución de sociedades, organización de empresas, estudios financieros y de mercado.;;n.d.;;;31/07/2025
AMARO LAVIANA PIÑERA, E.I.;EMBUTIDOS LAVIANA;C/ PADRE COLUNGA, 12 33180 NOREÑA ASTURIAS;https://embutidos-laviana.negocio.site/;marinlaviana@hotmail.es;98.574.00.95;;98.574.00.95;Embutidos, chorizos, salazones y morcillas.;3;n.d.;;;31/07/2025
AMBINOR CONSULTORIA Y PROYECTOS, S.L.;AMBINOR;C/ AMSTERDAM, 5 - 4ºC 33011 OVIEDO ASTURIAS;http://www.ambinor.com;info@ambinor.com;98.460.41.71;;;Consultoría ambiental. Autorización de proyectos e instalaciones industriales. Sistemas de gestión. Huella de carbono.... Consultoría en sistemas integrados de gestión, EMAs y otros. Evaluación ambiental de planes y proyectos: urbanismo, minería, energía, residuos y otros sectores. Implantación, actualización, mantenimiento y auditoría de sistemas de gestión (ISO14000, EMAS, otros) Planes sectoriales: planes locales y autonómicos de residuos, saneamiento, abastecimiento, costas y otros. Estudios de avifauna, y quirópteros: levantamiento de parada biológica, vigilancia ambiental de líneas eléctricas y otras infraestructuras. Estudios de flora, hábitats. Planes de conservación de la biodiversidad;;n.d.;;si;31/07/2025
AMIRT-INSTA, S.L.;;AUGUSTO JUNQUERA, 51 33012 OVIEDO ASTURIAS;;amirt@amirt.net;98.523.58.10/527.26.58;;98.527.26.58;Instalación de sistemas electrónicos de seguridad, antenas de radio, antenas parabólicas;;n.d.;;;31/07/2025
ANA BELEN MORALA DELGADO, E.I.;B&M CONSULTORES;AVDA. DE LA CONSTITUCION, 8, 7º A DCHA. 33207 GIJON ASTURIAS;;ana_morala@hotmail.com;687564504;;;Asesoramiento y Formación sobre Derecho de Tecnologías de la Información (protección de datos, páginas Web, propiedad industrial e intelectual, comercio electrónico).;1;n.d.;;;31/07/2025
ANA CRISTINA MORENO-ARRONES NOVAL, E.I.;O&G -ORGANIZACION Y GESTION DEL PRINCIPADO;C/ ALCALDE GARCIA CONDE, 11 - 9º B 33001 OVIEDO ASTURIAS;http://www.oygdelprincipado.es;ana@oyg.info;98.521.84.14;;;Organización de congresos (OPC). Organización de eventos en general. Azafatas. Formación. Agencia de comunicación. Traducción.;;n.d.;;;31/07/2025
ANA QUIROS DUBRA, E.I;EFECTO WOW;C/ CIENFUEGOS, 29, GIJON-ESTE 33205 GIJON ASTURIAS;https://efectowow.info/;hola@efectowow.info;;;0...;;;n.d.;;;31/07/2025
ANA SAN JOSE GRAÑA, E.I.;HORIZONTE ASESORES;C/ BRASIL, 14, BAJO 33213 GIJON ASTURIAS;http://www.horizonteasesores.es/;horizonteana@greencom.net;98.530.17.96;;98.530.96.39;Asesoría laboral, fiscal, contable y jurídica;3;n.d.;;;31/07/2025
ANABAR, S.L.;;POL. IND. PUENTE NORA. C/ E, 11. LUGONES 33420 SIERO ASTURIAS;http://www.anabar.es/;anabar@anabar.es;98.526.26.46;;98.526.20.63;Oxígeno, gases industriales Reparación de maquinaria eléctrica;;n.d.;;;31/07/2025
ANALISIS Y DESARROLLO SOCIAL CONSULTORES, S.L.;AID SOCIAL;AVDA. DE PORTUGAL, 11 -1ºD 33207 GIJON ASTURIAS;http://www.aidsocial.com;info@aidsocial.com;98.439.23.57;;;Formación y Consultoría en el ámbito social, RSC y de cooperación al desarrollo. Formación y Consultoría en el ámbito social, RSC y de cooperación al desarrollo.;;n.d.;;si;01/10/2025
ANAQUA, S.L.;;PLZ. EDUARDO URCULO, 2 , BAJO 33001 OVIEDO ASTURIAS;http://www.anaqua.es/;anaqua@anaqua.es;98.511.41.08;;98.418.75.86;Análisis y control sanitario de aguas y alimentos.;;n.d.;;;31/07/2025
ANGEL GABRIEL ALVAREZ RAMOS E.I.;DESPACHO DE ASESORAMIENTO EN DIRECCION EMPRESARIAL ANGEL ALVAREZ;SANTA CANDIDA, 23-BAJO 33201 GIJON ASTURIAS;http://www.vidacord.es;;98.531.91.62;;;Asesoramiento para confección de planes de negocios, dirección por objetivos, evaluaciones del desempeño.;1;n.d.;;;31/07/2025
ANGEL GARCIA SIERRA, E.I.;TALLERES GIJON;AVDA. PRINCIPE DE ASTURIAS, 17 33213 GIJON ASTURIAS;http://www.grupoflorez.com;t.gijon@grupoflorez.com;98.532.68.99/69.99;;98.532.18.37;Depósitos, trabajos de calderería, montajes metálicos en general, instalación de estaciones de servicio.;;n.d.;;;31/07/2025
ANGEL TERAN CONSTRUCCION INTERIORISMO, S.L.;TERAN SANJUAN INTERIORISTAS;AVDA. RUFO GARCIA RENDUELES 3 ENTLO. C 33203 GIJON ASTURIAS;http://www.angelteran.com;estudio@angelteran.com;98.536.39.22;;98.536.84.14;Creación, diseño y realización de espacios. Proyectos de interiorismo, construcción, ejecución y dirección de instalaciones comerciales, oficinas, viviendas, ambientaciones exteriores y otros espacios de ocio, amueblamientos, etc…;;n.d.;;;31/07/2025
ANGELA BUTCHER FERNANDEZ -CASADOIRO, E.I.;LIVING COMUNICACION;AVDA. DE ROCES 1250 33211 GIJON ASTURIAS;http://www.livingcomunicacion.com;info@livingcomunicacion.com;98.507.52.50;;;Comunicación integral, dando a conocer nuestros clientes a los medios de comunicación fotografía profesional gestión de redes sociales, webs diseño gráfico, gestión RSS organización de eventos;1;n.d.;;;31/07/2025
ANTEA MEDIOAMBIENTE, S.L.L.;ANTEA MEDIOAMBIENTE;C/ LA OLGA, 2, 1º D 33710 NAVIA ASTURIAS;http://www.anteamedioambiente.es/;info@anteamedioambiente.com;98.411.48.48;;98.411.41.10;Recogida y transporte de residuos no peligrosos (sólidos y fluidos). Recogida y transporte de residuos peligrosos (sólidos y fluidos). Limpieza de comunidades, locales, oficinas, garajes, limpiezas fin de obra, limpiezas con agua a presión, limpieza de saneamientos, tuberías y arquetas, vaciado de fosas sépticas. Consultoría técnica y medioambiental. Implantación de sistemas de gestión de calidad y medioambiente, tramitación de expedientes de clasificación de empresas contratistas del estado, presparación de documentación para licitación de obras y servicios. Consultoría técnica y de medio ambiente;;n.d.;;;31/07/2025
ANTON SANCHEZ-FRIERA, E.I.;ASESORIAS FRIERA;C/ FRUELA 14 OFICINA 1º B 33006 OVIEDO ASTURIAS;http://www.asesoriasfriera.com;anton.sanchez@asesoriasfriera.com;98.410.97.03;;98.520.99.65;Asesorias Friera es una empresa de servicios profesionales para dar soluciones de asesoría fiscal, laboral y contable a su empresa.;;n.d.;;;01/10/2025
ANTONIO CORRIPIO SERVICIOS, S.L.;ACSERVICIOS;C/ RUIZ GOMEZ, 4 BAJO 33202 GIJON ASTURIAS;http://www.acservicios.com;ac@acservicios.com;985172477;;98.517.24.77;Servicios a empresas e instituciones públicas. Prestación de servicios socio-sanitarios a personas mayores, discapacitados e infancia. Formación, selección de personal y consultoría laboral, fiscal y contable en el sector socio-sanitario.;;n.d.;;;31/07/2025
ANTONIO GORDILLO FLOREZ, E.I.;;C/ ALVAREZ GARAYA 10, 4º A 33206 GIJON ASTURIAS;;gordilloasesores@telecable.es;98.535.54.57;;98.534.44.78;Asesoría fiscal, laboral, contable y financiera.;3;Entre 0 y 150.000;;;31/07/2025
ANTONIO PIEDRALBA MENDEZ, E.I.;A.PIEDRALBA;MIUDEIRA, S/N, LA CARIDAD 33758 FRANCO (EL) ASTURIAS;;piensospiedralba@telefonica.net;98.563.70.23;;98.547.80.07;Harina de maíz, de cebada y piensos compuestos;6;Entre 1.200.001 y 2.100.000;;;01/10/2025
APILANEZ Y MORTERA, S.L.P.;;C/ DINDURRA 21, 2º B, OFIC. 1 33202 GIJON ASTURIAS;http://www.apymor.com;apymor@apymor.com;98.533.17.89;;98.533.17.89;Estudios de impacto ambiental, restauración de espacios degradados, gestión de recursos naturales, consultoría medioambiental, formación medioambiental. Gestión de especies piscícolas, estimulación del impacto de las pesquerías, encuestas de pesca.;;n.d.;;;31/07/2025
APLICACIONES DE SUPERFICIES DE ASTURIAS, S.L.;ASA;POL. IND. DE FAMURIA. C/ ALBANDI, 3 - 5 33349 CARREÑO ASTURIAS;http://www.asa-gijon.com;asa@asa-gijon.com;98.516.44.40/46;;98.516.44.46;Aplicación de pinturas y chorreo de arena, metalización, tratamientos y revestimientos especiales en el Sector Industrial y en el Sector Naval;;n.d.;;;01/10/2025
APORCAN INTERNACIONAL, S.L.;APORCAN;DOMICILIO SOCIAL: POLIGONO INDUSTRIAL CANCIENES , NAV 2 33416 CORVERA DE ASTURIAS 33416 CORVERA DE ASTURIAS ASTURIAS;http://www.aporcan.com;info@aporcan.com;;;;Importador, distribuidor, almacén mayorista. Venta exclusivamente a tiendas. Decoración y personalización de artículos de porcelana y cristal.Productos para floristerías (flores y plantas artificiales, complementos en cristal, maceteria, cestaria. Decoración y regalos.;;n.d.;si;;31/07/2025
APPLUS NORCONTROL, S.L.U.;;C/ FAYA 12, PARCELA 33. PARQUE TECNOLOGICO DE ASTURIAS 33428 LLANERA ASTURIAS;https://www.applus.com/es/es/;info@applusnorcontrol.com;98.526.93.22;;98.526.95.76;Consultoría de calidad, Organismo de Control Autorizado (OCA) tipo A, inspección y control reglamentario, ensayos no destructivos, asistencia técnica y estudios, ARCPC. Mantenimiento predictivo de máquinas eléctricas.Consultoría seguridad industrial.OCT, asistencia técnica a obras civiles, geología e ingeniería del terreno;;n.d.;;si;30/09/2025
APROCHIM GETESARP RYMOIL, S.A.;A.G.R.;POL. IND. LOGREZANA, S/N, LA GRANDA 33439 CARREÑO ASTURIAS;http://www.a-g-r.es;trafo@a-g-r.es;98.551.40.08;;98.551.41.32;Tratamiento y eliminación de residuos peligrosos. Recogida, transporte, gestión y tratamiento integral de transformadores con aceite mineral o con PCBS.;;n.d.;si;si;01/10/2025
AR ASESORIA AVILESINA, S.L;A.R. ASESORIA AVILESINA;C/ JOSE LOPEZ OCAÑA, 7, ENTLO B 33401 AVILES ASTURIAS;http://www.arasesoria.com;asesoria@arasesoria.com;98.403.99.29;;;Asesoría fiscal, laboral y contable.;;n.d.;;;31/07/2025
AR RACKING, S.A.U.;;C/ ABLANAL 7, ED. CENTROELENA II, PTA. 2C. PARQUE TECNOLOGICO DE ASTURIAS 33428 LLANERA ASTURIAS;http://www.ar-racking.com/;info@ar-racking.com;98.575.74.44;;94.431.78.38;Paletización convencional, Drive In, Bases Mobiles, Media carga, pasillos elevados, autoportantes, estanterías para sistemas automáticos y semiautomáticos.;;n.d.;;si;30/09/2025
ARACIL ARQUITECTURA & ASOCIADOS S.L.;ARACIL ARQUITECTURA;CALLE DEL AGUA, 2 - 9ª PLANTA 33206 GIJON ASTURIAS;http://www.aracilarquitectura.com;alfredoaracil@aracilarquitectura.com;985.35.29.43;;;Estudio de arquitectura y urbanismo. Diseño arquitectónico, urbanismo, arquitectura del paisaje y gerencia de construcción. Edificios comerciales e industriales, asesoramiento en diseño de interiores y creación de ambientes. Arquitectura bioclimatica.;;n.d.;;;31/07/2025
ARANGO E HIJOS, S.L.;INDUSTRIAS CARNICAS ARANGO;POL. IND. LA CURISCADA, C/ B, PARCELA 341-342, 441-442, EL CRUCERO 33877 TINEO ASTURIAS;http://www.carnicasarango.com/;info@carnicasarango.com;98.590.01.18;;98.590.01.18;Despiece y fabricacion de embutidos con carne de cerdo y vacuno. IGP ternera asturiana, IGP chosco de tineo;;n.d.;;;31/07/2025
ARCAL GESTION DOCUMENTAL, S.A.;ARCAL GESTION DOCUMENTAL, SA;POL. IND. RIAÑO I, C/ CHOPERA, 22 33920 LANGREO ASTURIAS;http://www.grupo-norte.es/;arcal.asturias@grupo-norte.es;98.567.60.11;;98.567.61.31;Guarda y custodia confidencial de archivos y documentación, Gestión de consultas y préstamos de documentación 100 % inventariada, Gestión de Archivos Externos, Servicios de logística y traslado seguro de documentación, Organización de todo tipo de fondos documentales según Norma Internacional General de Descripción Archivística (ISAD (G) ), Digitalización, Destrucción certificada;;n.d.;;;31/07/2025
ARCELORMITTAL ESPAÑA, S.A.;ARCELORMITTAL;FACTORIA DE AVILES, S/N. TRASONA. CORVERA 33400 AVILES ASTURIAS;http://www.arcelormittal.com;comunicaespana@arcelormittal.com;98.512.60.00;;;Acero, arrabio;;n.d.;si;si;01/10/2025
ARCELORMITTAL INNOVACION INVESTIGACION E INVERSION, S.L.;;APARTADO DE CORREOS 90 33400 AVILES ASTURIAS;http://www.arcelormittal.com;;98.512.64.04;;98.512.63.75;Fabricación de productos básicos de hierro, acero y ferroaleaciones Servicios avanzados e I+D. Inteligencia artificial;;n.d.;;;01/10/2025
ARCILLAS REFRACTARIAS, S.A.;ARCIRESA;CTRA. CARBAINOS Nº180, CENERO 33392 GIJON 33392 GIJON ASTURIAS;http://www.arciresa.es;arciresa@arciresa.es;98.524.45.84/04.12;;98.525.79.57;Calcinación y molienda de materias primas refractarias y de la construcción : chamotas (caolín calcinado), bauxitas, arcilla expandida, chamota ligera, corindón, magnesita,grafitos, caolines, metacaoínes, humo de sílice, corindón cromo, cementos refractarios. Calcinación y molienda de materias primas refractarias y de la construcción : chamotas (caolín calcinado), bauxitas, arcilla expandida, chamota ligera, corindón, magnesita Bauxitas, caolines, arcillas;64;n.d.;si;si;01/10/2025
ARCILLAS Y CHAMOTAS ASTURIANAS, S.L.;ARCICHAMOTAS;POL. IND. SILVOTA, C/ PEÑA SANTA DE ENOL, PARCELAS 4 Y 5 33192 LLANERA ASTURIAS;http://www.arcichamotas.com;info@arcichamotas.com;98.526.24.84;985.266.934;98.526.57.00;Caolín, arcilla y chamota.;;n.d.;si;si;31/07/2025
ARENCIAS, S.A.;ARENCIAS;POL. IND. ASIPO, C/ A, PARC. 5 C, NAVE 3 33428 LLANERA ASTURIAS;http://www.grupo-arencias.com;informacion@grupo-arencias.com;98.526.90.11;;98.598.03.18;Promotora, constructora.;;n.d.;;;31/07/2025
ARGUELLES Y ORVIZ ASESORES, S.L.;;C/ CERVANTES, 29, 1º B 33004 OVIEDO ASTURIAS;http://www.arguellesyorviz.es;info@arguellesyorviz.es;98.527.18.37;;98.405.17.91;Asesoría laboral, fiscal y contable;;n.d.;;;31/07/2025
ARGUELLO ABOGADOS Y ECONOMISTAS, S.L.;;C/ GONZALEZ BESADA, 27, 1º B 33007 OVIEDO ASTURIAS;http://www.arguelloasesores.com;info@arguelloasesores.com;98.523.42.12;;98.525.40.72;Asesoría multidisciplinar especializada en PYMES y autónomos. Expertos en Derecho Farmacéutco y experiencia en el traspaso de oficinas de Farmacia. Derecho civil, sucesorio, laboral, mercantil...;;n.d.;;;31/07/2025
ARIAS EBANISTAS, S.L.;TALLER DE CARPINTERIA ARIAS;POL. IND. LA CURISCADA, NAVES 1 Y 2, EL CRUCERO 33877 TINEO ASTURIAS;http://www.ariasebanistas.com;ariasebanistas@hotmail.com;;;98.583.07.86;Trabajos artesanos, maderas macizas. Fabricación de muebles en todo tipo de maderas, rehabilitación de casas rurales, restauración. Elaboración de productos en Corian.;;n.d.;;;31/07/2025
ARIDOS LLANES, S.L.;;JOYU SALTAR, 28. VIDIAGO 33597 LLANES ASTURIAS;;aridosllanes@gmail.com;;;98.541.11.39;Comercio mayor materiales de construcción Transporte de mercancías por carretera, servicio de contenedores, gestión de residuos;;n.d.;;;31/07/2025
ARIN EXPRESS, S.L.;;LA ARGANDONA 19 1º D 33208 GIJON ASTURIAS;http://www.arinexpress.com;contact@arinexpress.com;94.336.09.45;;;Transporte urgente de mercancías por carretera;;n.d.;;si;31/07/2025
ARITIUM TECHNOLOGIES, S.L.;ARITIUM;CENTRO INICIATIVA EMPRESARIAL DE LA CARDOSA (C. JOVE Y VALDES) – OFICINAS 9 Y 10 33828 GRADO ASTURIAS;https://www.aritium.com/;info@aritium.com;;;;Plataforma AIoT (Artificial Intelligence of Things) que incorpora sensórica e inteligencia artificial Solución que permite la monitorización constante y en tiempo real de la calidad del aire tanto en interiores como exteriores.;;n.d.;;;31/07/2025
ARLUS IBERICA, S.A.;ARLUS IBERICA;C/ ARQUIMEDES, 292 - POL. IND. DE ROCES 3 33211 GIJON ASTURIAS;http://www.arlus.es;info@arlus.es;985 32 32 32;;;Fabricación y venta de artículos de iluminación.;;n.d.;si;si;01/10/2025
ARMARIOS EMPOTRADOS CORTINA, S.L.;ARMICOR;POL. IND. ASIPO, CALLE B, PARCELA 83, NAVES 3 Y 4 33428 LLANERA ASTURIAS;http://www.armicor.es;armicor@armicor.es;98.526.84.40;;98.573.21.73;Carpinteria. Fabricacion Armarios y Cocina;;n.d.;;;31/07/2025
ARMARIOS LIS, S.L.;;C/ ALEXANDER GRAHAM BELL, Nº 5 33211 GIJON ASTURIAS;http://www.puertaslis.com/;puertaslis@puertaslis.net;98.516.88.61/514.63.82;;98.538.42.07;Fabricación de armarios empotrados, armarios corredera.;;n.d.;;;31/07/2025
ARQUYURBAN, S.L.P.;;C/ ARGUELLES, 27 - 5º B 33003 OVIEDO ASTURIAS;http://www.arquyurban.es;administracion@arquyurban.es;98.527.43.88;;98.527.43.88;Estudio de arquitectura y urbanismo.;;n.d.;;;29/08/2025
ARQYGLOBAL, S.L.P.;;C/ SANTA SUSANA, 27, 2º A 33007 OVIEDO ASTURIAS;http://www.emiliollano.com;;98.596.63.63;;98.596.42.68;Equipamientos urbanos y dotaciones, edificación residencial, urbanismo y planeamiento.;;n.d.;;;31/07/2025
ARRIETA MATERIALES Y APLICACIONES INDUSTRIALES, S.A.;ARRIETA MATERIALES Y APLICACIONES;AVDA. LOS CAMPONES, 192 - POL. IND. LOS CAMPONES, APTDO. Nº 160 33211 GIJON ASTURIAS;http://www.acerosarrieta.es;arrieta@acerosarrieta.es;98.532.23.07;;98.532.44.58;Aceros especiales (F-1/F-112/F-114/ST-52/F-127/F-211/F-212/F-521/F-522). Chapas laminadas en caliente, estriadas, lagrimadas, antidesgaste, en frío galvanizadas, damero, etc? Especialidad en trabajos de acero a medida, aplanado, etc? Comercialización y distribución de materiales férricos y no férricos para el sector automoción, naval, industria química. etc.;;n.d.;si;;31/07/2025
ARRONTES & BARRERA, S.L;A&B;PLZ. EDUARDO URCULO, 3, BAJO 33001 OVIEDO ASTURIAS;http://www.arrontesybarrera.com;hola@arrontesybarrera.com;98.520.84.64;;98.521.61.65;Publicidad Diseño gráfico;;n.d.;;;31/07/2025
ART WEB YES S.L.;;C/MANUEL FDEZ. JUNCOS 13- 1A 33560 RIBADESELLA ASTURIAS;http://www.desdeasturias.com;info@desdeasturias.com;98.586.14.17;;;Art Web Yes gestiona un portal turistico sobre Asturias en Internet. Desdeasturias.com El diseño industrial en general y en particular el publicitario y el de páginas web.;;n.d.;;;31/07/2025
